H_Stride Length,H_Toe Height,H_Stride Duration,H_Swingphase Duration,H_Stancephase Duration,F_Stride Length,F_Toe Height,F_Stride Duration,F_Swingphase Duration,F_Stancephase Duration
2.821,0.41595,0.54,0.08,0.46,3.782,1.1703,0.76,0.1,0.66
7.223,1.12095,0.66,0.12,0.54,3.534,0.6768,0.48,0.14,0.34
10.757,0.4512,1.36,0.14,1.22,3.627,1.12095,0.58,0.12,0.46
8.494,1.29015,1.18,0.1,1.08,4.247,1.128,0.58,0.06,0.52
8.587,0.9447,0.84,0.2,0.64,2.511,1.26195,0.46,0.1,0.36
7.905,0.6063,1,0.2,0.8,2.604,0.54285,0.48,0.12,0.36
8.401,1.6497,0.9,0.22,0.68,6.262,1.07865,0.46,0.16,0.3
8.091,1.4946,1.14,0.2,0.94,2.573,1.33245,0.6,0.14,0.46
6.107,2.17845,0.58,0.1,0.48,1.581,0.90945,0.44,0.08,0.36
4.123,1.55805,0.64,0.1,0.54,5.332,0.81075,0.52,0.12,0.4
5.6454,0.60475,1.22,0.1,1.12,4.092,0.8037,0.5,0.08,0.42
5.7909,0.464625,0.96,0.16,0.8,3.41,0.79665,0.52,0.14,0.38
5.0634,1.77,1.12,0.18,0.94,4.154,1.02225,0.44,0.1,0.34
3.2883,1.121,1.24,0.14,1.1,2.945,1.269,0.82,0.06,0.76
2.5899,0.862875,0.68,0.12,0.56,5.487,0.7191,0.46,0.14,0.32
3.8703,2.559125,0.96,0.18,0.78,4.96,1.41705,0.82,0.14,0.68
7.6824,0.818625,1.28,0.18,1.1,4.712,1.33245,0.78,0.1,0.68
3.492,1.659375,1,0.14,0.86,1.767,0.7332,0.2,0.06,0.14
5.5581,0.656375,1.16,0.12,1.04,2.015,0.75435,0.92,0.18,0.74
2.9682,0.78175,0.94,0.24,0.7,4.371,0.85305,0.66,0.08,0.58
4.8015,1.0325,0.78,0.22,0.56,5.301,1.00815,0.7,0.1,0.6
3.0264,0.72275,0.82,0.28,0.54,3.72,0.564,0.38,0.14,0.24
5.6745,0.700625,1.28,0.14,1.14,2.418,0.86715,0.58,0.16,0.42
3.7248,0.803875,0.84,0.18,0.66,2.48,0.55695,0.58,0.06,0.52
5.2962,0.862875,0.56,0.34,0.22,3.255,0.58515,0.68,0.14,0.54
1.6587,1.012833333,0.16,0.08,0.08,4.96,0.9165,0.66,0.1,0.56
1.7169,1.674125,0.2,0.08,0.12,4.867,1.23375,0.54,0.1,0.44
4.0158,1.189833333,0.26,0.18,0.08,3.813,0.6486,0.64,0.06,0.58
4.7142,1.098875,0.24,0.14,0.1,5.363,1.09275,0.64,0.08,0.56
5.7618,0.774375,0.68,0.2,0.48,3.937,1.30425,0.56,0.08,0.48
2.1825,0.649,0.68,0.08,0.6,5.239,1.7202,0.64,0.08,0.56
4.278,1.4241,0.7625,0.1625,0.6,6.169,0.9588,0.925,0.1625,0.7625
6.014,1.6356,0.7375,0.2,0.5375,4.867,1.0152,0.725,0.125,0.6
4.464,0.78255,0.7,0.275,0.425,5.208,1.2408,0.7625,0.0875,0.675
5.673,1.37475,0.8625,0.1875,0.675,5.177,1.19145,0.625,0.0875,0.5375
3.317,1.45935,0.9875,0.1125,0.875,5.115,1.14915,0.725,0.125,0.6
5.022,1.50165,0.7625,0.1,0.6625,4.526,1.3113,0.75,0.075,0.675
4.495,1.41,1.125,0.075,1.05,5.704,1.0293,0.9125,0.175,0.7375
6.138,1.9176,0.85,0.225,0.625,4.185,1.72725,0.775,0.125,0.65
7.781,1.692,0.75,0.15,0.6,6.262,1.2126,0.925,0.125,0.8
5.921,1.5933,1.1,0.2375,0.8625,4.526,0.50055,0.5125,0.15,0.3625
6.293,1.17735,1.775,0.1,1.675,4.092,0.88125,0.8875,0.15,0.7375
7.223,1.3818,1.4,0.15,1.25,6.2,0.9588,1,0.1375,0.8625
5.518,1.00815,1.45,0.1125,1.3375,6.293,1.20555,0.7375,0.0875,0.65
5.642,1.14915,0.4125,0.1,0.3125,6.076,1.07865,0.7625,0.0875,0.675
5.177,1.67085,1.4,0.0875,1.3125,5.518,0.8601,0.7375,0.275,0.4625
7.998,0.7896,1.25,0.125,1.125,3.72,1.0152,1.3,0.15,1.15
5.952,1.69905,0.9,0.1875,0.7125,5.673,1.1844,0.8875,0.075,0.8125
6.293,1.41,1.25,0.1,1.15,6.634,1.2126,0.9,0.125,0.775
6.944,1.41705,1.025,0.1875,0.8375,5.146,1.0434,0.65,0.1,0.55
7.099,0.7896,1.2375,0.1875,1.05,4.433,1.44525,0.8625,0.05,0.8125
4.805,0.7473,0.5125,0.1,0.4125,6.944,1.1985,0.5125,0.1125,0.4
3.906,1.0716,0.975,0.1,0.875,3.503,1.54395,0.9375,0.1,0.8375
6.169,2.2701,1.225,0.2,1.025,6.138,0.75435,0.6375,0.1375,0.5
4.805,1.7625,1.2125,0.25,0.9625,4.557,1.128,0.85,0.0875,0.7625
5.58,0.846,0.7375,0.1125,0.625,5.27,0.83895,0.5625,0.1375,0.425
5.456,1.9599,0.5375,0.15,0.3875,3.596,1.09275,0.7375,0.05,0.6875
3.968,1.8048,1.2,0.2125,0.9875,6.448,0.76845,0.775,0.15,0.625
5.921,1.3677,0.6375,0.0875,0.55,4.557,1.5792,0.9,0.1125,0.7875
5.611,1.1985,0.975,0.1625,0.8125,4.371,0.8178,0.6625,0.1625,0.5
5.27,1.5933,0.9625,0.125,0.8375,6.138,0.987,0.8125,0.325,0.4875
5.425,1.3959,0.8125,0.0875,0.725,3.255,1.2126,0.8125,0.1,0.7125
4.681,1.3113,1.2125,0.075,1.1375,5.177,1.128,0.65,0.0625,0.5875
5.766,1.4664,0.7,0.1,0.6,4.371,0.88125,0.6,0.1125,0.4875
2.325,0.5076,0.425,0.175,0.25,4.929,1.3818,0.825,0.075,0.75
5.239,1.4664,1.375,0.1,1.275,5.89,0.83895,0.5875,0.1875,0.4
6.51,1.23375,1.2125,0.1,1.1125,2.821,1.5792,0.8625,0.175,0.6875
4.557,1.29015,1.4,0.0875,1.3125,5.549,1.38885,0.55,0.05,0.5
5.301,1.13505,0.375,0.1375,0.2375,4.061,1.29015,0.5875,0.1125,0.475
4.154,0.58515,1.5375,0.3375,1.2,3.286,1.72725,0.55,0.075,0.475
2.139,0.71205,1.075,0.2625,0.8125,4.247,1.24785,0.8625,0.0625,0.8
4.836,1.47345,1.225,0.1125,1.1125,5.735,1.3254,0.625,0.075,0.55
3.658,1.21965,1.0125,0.0875,0.925,5.022,1.2408,0.675,0.0875,0.5875
4.681,1.5228,0.6625,0.25,0.4125,3.813,1.4664,0.525,0.075,0.45
3.162,1.20555,0.7375,0.35,0.3875,3.751,1.269,0.9,0.1,0.8
1.55,0.81075,0.9375,0.325,0.6125,5.27,0.6204,0.475,0.1125,0.3625
4.656,1.18,1.15,0.075,1.075,3.503,1.0152,0.6875,0.125,0.5625
5.6745,1.121,1.3875,0.175,1.2125,4.464,0.4653,0.525,0.15,0.375
5.6163,1.157875,1.2125,0.125,1.0875,3.844,1.3395,0.6625,0.1125,0.55
4.6851,0.892375,0.4125,0.075,0.3375,4.681,1.07865,0.875,0.0875,0.7875
4.2486,1.054625,1.2125,0.075,1.1375,5.611,1.0716,0.675,0.075,0.6
7.5369,1.349625,0.9,0.075,0.825,4.96,0.96585,0.8375,0.125,0.7125
3.0846,1.475,0.75,0.1875,0.5625,5.549,1.2831,0.8,0.075,0.725
3.8412,1.659375,0.8375,0.1375,0.7,6.2,1.34655,0.6,0.1,0.5
4.2777,0.87025,0.6,0.1,0.5,3.627,0.79665,0.8625,0.1875,0.675
4.4232,1.0325,1.1125,0.125,0.9875,4.185,0.846,0.5625,0.1,0.4625
5.0925,1.098875,1.1125,0.275,0.8375,5.239,1.1844,0.7375,0.0625,0.675
4.074,1.025125,1.1,0.15,0.95,6.2,1.12095,1.2,0.075,1.125
6.9549,1.054625,1.1625,0.075,1.0875,6.479,0.92355,1,0.2125,0.7875
6.5766,1.113625,0.6375,0.1125,0.525,4.526,1.128,0.6375,0.05,0.5875
2.0661,0.626875,1.3,0.1375,1.1625,5.208,1.3254,0.925,0.1375,0.7875
4.3941,0.9145,0.5875,0.1125,0.475,6.541,0.72615,0.75,0.2125,0.5375
5.238,1.0325,0.9,0.1375,0.7625,3.596,1.14915,0.85,0.0875,0.7625
6.3438,1.733125,1.3625,0.15,1.2125,5.89,0.83895,0.7375,0.1125,0.625
6.0528,1.69625,1.1875,0.175,1.0125,5.084,0.7614,0.8125,0.1375,0.675
8.1771,1.37175,1.075,0.15,0.925,4.867,0.95175,0.725,0.1125,0.6125
5.7618,1.28325,1.075,0.1125,0.9625,4.65,0.5922,0.6625,0.125,0.5375
5.5581,1.261125,0.95,0.2875,0.6625,4.681,1.2126,0.7,0.0625,0.6375
5.0343,1.069375,0.975,0.0875,0.8875,5.425,1.7202,0.85,0.0875,0.7625
5.1507,1.534,0.8,0.1625,0.6375,6.045,0.987,0.6625,0.1625,0.5
5.0343,1.305375,1.2625,0.1375,1.125,3.193,0.7614,0.775,0.1375,0.6375
6.6348,1.22425,0.9375,0.1,0.8375,5.084,1.1421,0.6375,0.075,0.5625
5.7909,1.261125,1.85,0.25,1.6,4.619,0.92355,0.45,0.125,0.325
7.5078,0.892375,0.3375,0.0875,0.25,3.286,0.6486,0.7875,0.1375,0.65
5.2671,1.688875,1.4375,0.2875,1.15,3.906,0.51465,0.8125,0.1375,0.675
5.1216,1.31275,0.975,0.1375,0.8375,5.456,0.6627,0.825,0.125,0.7
5.2089,0.877625,0.975,0.125,0.85,5.735,0.79665,0.475,0.0875,0.3875
5.3835,1.357,0.9875,0.1875,0.8,3.906,1.14915,0.8125,0.125,0.6875
4.8015,1.28325,1.425,0.1375,1.2875,3.906,1.0152,0.5375,0.1,0.4375
5.1216,0.78175,0.9125,0.1375,0.775,3.038,1.4664,1.025,0.075,0.95
4.7142,1.187375,0.725,0.1625,0.5625,6.851,1.13505,0.9625,0.0625,0.9
2.3862,0.708,1.1375,0.2125,0.925,5.766,1.27605,0.775,0.0625,0.7125
7.1586,0.921875,0.8625,0.4125,0.45,6.045,1.0998,0.6125,0.1125,0.5
5.7036,1.202125,1.0875,0.175,0.9125,3.999,1.2126,0.7375,0.0875,0.65
6.0237,1.18,0.8,0.1,0.7,5.053,1.1562,0.8625,0.0625,0.8
5.0925,0.995625,0.8375,0.1125,0.725,5.673,1.0434,0.8875,0.075,0.8125
3.0264,1.04725,0.7625,0.125,0.6375,6.479,0.846,0.675,0.3,0.375
3.8412,1.003,0.55,0.1,0.45,3.162,0.7332,0.85,0.1125,0.7375
5.2671,1.298,1.0875,0.2375,0.85,5.425,1.02225,0.8,0.1375,0.6625
4.0449,1.01775,0.85,0.2375,0.6125,5.394,0.9588,0.6125,0.125,0.4875
4.656,1.364375,0.4875,0.1,0.3875,4.588,1.1844,0.8,0.0875,0.7125
5.0634,1.172625,1.15,0.075,1.075,5.611,1.2408,0.9,0.0875,0.8125
3.6084,1.393875,0.525,0.125,0.4,6.107,0.6768,0.7125,0.1375,0.575
7.564,1.2126,0.85,0.1,0.75,4.836,0.6345,0.7,0.0875,0.6125
5.053,1.5369,0.375,0.125,0.25,4.743,0.9306,0.8,0.075,0.725
7.936,1.7484,1.1,0.0875,1.0125,4.712,0.7896,0.75,0.1125,0.6375
10.168,1.8753,1.1625,0.0875,1.075,5.022,0.88125,0.7375,0.075,0.6625
6.045,1.4382,1.15,0.1,1.05,5.301,0.74025,0.575,0.0875,0.4875
9.083,0.79665,0.625,0.1375,0.4875,4.402,1.1844,0.5875,0.0875,0.5
7.936,1.14915,0.6875,0.1,0.5875,3.596,0.5499,0.625,0.1,0.525
6.665,1.0152,0.925,0.0875,0.8375,4.216,0.987,0.625,0.075,0.55
6.045,0.8319,1.2875,0.2125,1.075,3.441,0.7332,0.5625,0.1,0.4625
7.781,1.86825,1.1125,0.1125,1,3.596,0.9447,0.525,0.0875,0.4375
8.897,1.128,1.1125,0.125,0.9875,3.844,0.7332,0.3625,0.0875,0.275
10.106,1.974,0.8,0.1375,0.6625,3.193,1.269,0.5875,0.0625,0.525
7.812,0,1.0625,0.05,1.0125,4.247,1.2408,0.5,0.1125,0.3875
8.773,1.43115,1.0625,0.1,0.9625,2.232,0.705,0.45,0.1,0.35
7.781,1.7343,1.15,0.1125,1.0375,3.286,1.41,0.6875,0.075,0.6125
8.99,1.5369,0.7625,0.1,0.6625,3.968,0.66975,0.4,0.1375,0.2625
7.409,1.00815,1.1625,0.1125,1.05,2.356,0.7896,0.625,0.075,0.55
7.781,1.9599,0.8,0.1,0.7,4.65,0.5922,0.675,0.175,0.5
4.371,0.987,1.2,0.1375,1.0625,4.092,0.7191,0.5375,0.1375,0.4
9.145,1.81185,0.5625,0.0875,0.475,3.999,0.9024,0.625,0.075,0.55
7.161,0.282,1.025,0.0875,0.9375,3.751,0.6345,0.5375,0.1375,0.4
3.875,0.6204,0.8625,0.2,0.6625,3.503,0.79665,0.625,0.1125,0.5125
2.604,0.4512,0.6375,0.2125,0.425,2.728,1.0152,0.4625,0.0875,0.375
3.875,0.423,0.65,0.3375,0.3125,3.348,1.0998,0.5625,0.0625,0.5
2.263,1.13505,0.525,0.1125,0.4125,5.363,1.36065,0.6875,0.1,0.5875
3.937,0.5499,1.35,0.2875,1.0625,2.728,0.846,0.375,0.0625,0.3125
5.983,1.99515,1.075,0.1375,0.9375,4.309,0.8742,0.6125,0.1,0.5125
5.704,1.4664,0.85,0.2125,0.6375,3.627,0.6768,0.525,0.0875,0.4375
8.525,0.93765,0.9,0.075,0.825,2.697,0.61335,0.675,0.1125,0.5625
10.509,1.7202,0.6875,0.1,0.5875,4.774,0.6486,0.6375,0.15,0.4875
8.494,0.1128,1.1,0.075,1.025,4.65,1.0998,0.625,0.0875,0.5375
9.424,1.0011,1,0.1125,0.8875,4.65,1.2408,0.7,0.1125,0.5875
10.23,1.0152,1.0625,0.1,0.9625,3.503,0.45825,0.4125,0.0625,0.35
9.672,1.88235,1.175,0.1375,1.0375,3.379,1.128,0.5125,0.075,0.4375
8.618,0.6486,1.1,0.1125,0.9875,3.224,0.987,0.4,0.1,0.3
9.238,0.7896,1.425,0.1,1.325,3.72,0.71205,0.6625,0.1,0.5625
8.649,0.8742,1.075,0.075,1,3.534,0.6768,0.4375,0.0875,0.35
7.44,1.4382,1.0875,0.0875,1,3.069,1.0998,0.45,0.05,0.4
7.409,1.19145,1.0125,0.1,0.9125,3.472,1.3254,0.45,0.075,0.375
7.316,2.0586,1.15,0.2,0.95,1.984,0.95175,0.4375,0.1125,0.325
9.579,0.8601,0.7875,0.1125,0.675,2.728,0.89535,0.55,0.075,0.475
7.006,1.551,1.275,0.1,1.175,4.743,1.3254,0.55,0.05,0.5
9.734,1.0011,0.9375,0.0875,0.85,4.309,1.0293,0.55,0.075,0.475
7.347,0.83895,0.875,0.1,0.775,2.728,1.0152,0.4,0.0875,0.3125
6.169,1.3254,1.0625,0.1,0.9625,2.945,0.987,0.475,0.075,0.4
6.417,1.45935,1.025,0.125,0.9,2.852,0.705,0.625,0.1,0.525
9.021,0,1.2625,0.0625,1.2,2.945,0.50055,0.6875,0.0875,0.6
7.812,1.52985,1.3,0.1625,1.1375,4.836,0.8742,0.7125,0.1,0.6125
10.168,1.0575,1.2375,0.1625,1.075,4.588,0.7332,0.7375,0.1125,0.625
4.656,1.615125,1.3,0.2375,1.0625,3.844,0.5781,0.4875,0.075,0.4125
5.1507,1.4455,0.975,0.375,0.6,3.441,1.07865,0.625,0.1,0.525
4.3941,0.774375,0.6125,0.15,0.4625,4.154,0.7896,0.575,0.1125,0.4625
3.492,2.02075,1.0125,0.125,0.8875,3.534,0.7896,0.7,0.0875,0.6125
5.9946,1.0915,1.1625,0.3125,0.85,4.681,0.5781,0.6375,0.0625,0.575
3.9576,1.1505,0.45,0.2,0.25,5.518,0.987,0.5,0.075,0.425
2.91,1.63725,0.45,0.0875,0.3625,3.193,0.82485,0.775,0.0625,0.7125
3.8121,1.792125,1.25,0.2625,0.9875,6.014,0.9588,0.475,0.0875,0.3875
3.7539,0.81125,0.5375,0.125,0.4125,3.255,1.0011,0.575,0.05,0.525
3.5502,0.862875,1.1125,0.175,0.9375,3.875,1.2408,0.5875,0.075,0.5125
6.9258,1.172625,1.2125,0.225,0.9875,3.255,1.0998,0.5,0.0625,0.4375
6.3147,0.730125,0.95,0.225,0.725,4.433,0.8178,0.5625,0.1625,0.4
4.9179,1.585625,0.7625,0.275,0.4875,3.751,1.16325,0.5375,0.0625,0.475
3.3756,2.714,0.9375,0.2,0.7375,2.542,0.6486,0.5625,0.125,0.4375
5.1507,1.806875,1.2875,0.3125,0.975,4.774,1.2126,0.5625,0.0875,0.475
4.9761,0.59,1.1125,0.1875,0.925,2.077,0.71205,0.425,0.1,0.325
5.1216,1.37175,0.725,0.225,0.5,2.914,0.54285,0.325,0.075,0.25
3.9867,2.537,1.0875,0.275,0.8125,2.17,0.9165,0.4,0.0625,0.3375
5.0634,1.947,1.1875,0.3125,0.875,2.666,0.93765,0.475,0.0625,0.4125
4.5687,0.803875,0.475,0.1125,0.3625,4.309,1.0857,0.6875,0.0625,0.625
2.0079,0.405625,0.425,0.1625,0.2625,3.565,1.0434,0.45,0.075,0.375
3.783,1.77,0.9,0.1375,0.7625,3.069,0.9306,0.4875,0.075,0.4125
2.2116,1.10625,0.5625,0.25,0.3125,3.472,0.89535,0.3375,0.0625,0.275
1.3968,0.907125,1.325,0.2375,1.0875,2.387,0.75435,0.7,0.125,0.575
4.2486,0.818625,1.2125,0.225,0.9875,3.999,0.8742,0.425,0.075,0.35
7.0713,0.57525,1.15,0.15,1,2.418,0.6204,0.7,0.1125,0.5875
4.7433,0.8555,0.75,0.1625,0.5875,3.565,0.5922,0.3125,0.075,0.2375
4.8306,1.983875,1.025,0.1875,0.8375,4.278,0.81075,0.8125,0.15,0.6625
5.4126,0.774375,0.725,0.2375,0.4875,3.286,0.71205,0.425,0.075,0.35
4.365,1.416,0.5,0.2,0.3,4.03,0.96585,0.6625,0.125,0.5375
1.746,0.538375,0.7375,0.25,0.4875,2.976,0.88125,0.45,0.1,0.35
2.6481,1.305375,0.8125,0.1,0.7125,3.41,0.9165,0.3375,0.05,0.2875
4.2486,1.688875,1.0375,0.2625,0.775,2.325,0.846,0.425,0.075,0.35
4.9761,2.219875,1.1875,0.325,0.8625,2.201,0.846,0.7125,0.1,0.6125
5.0925,3.119625,1.2,0.25,0.95,5.363,0.4794,0.5125,0.175,0.3375
5.3253,1.75525,0.8,0.175,0.625,2.635,0.564,0.725,0.1,0.625
2.4153,1.069375,0.45,0.125,0.325,4.123,0.64155,0.5,0.1,0.4
2.6772,0.862875,0.8375,0.0875,0.75,4.495,0.9306,0.525,0.1,0.425
4.8306,1.128375,1.05,0.2125,0.8375,2.418,0.7614,0.3375,0.05,0.2875
5.1507,0.826,1.15,0.25,0.9,3.751,0.71205,0.5375,0.1125,0.425
6.2565,1.054625,1.1,0.175,0.925,2.945,0.8742,0.4125,0.075,0.3375
5.4999,2.34525,0.725,0.1375,0.5875,4.464,1.13505,0.75,0.1125,0.6375
6.7512,1.003,1.05,0.2125,0.8375,4.836,0.705,0.5875,0.2,0.3875
4.8015,0.8555,1.1125,0.2125,0.9,2.418,0.7332,0.5,0.0625,0.4375
2.4735,0.98825,1.25,0.25,1,4.03,1.0434,0.375,0.075,0.3
6.2565,1.57825,0.4875,0.225,0.2625,2.201,0.89535,0.5875,0.075,0.5125
4.074,1.762625,0.7375,0.15,0.5875,4.836,0.846,0.55,0.15,0.4
3.4047,0.7965,0.475,0.1125,0.3625,2.697,0.5076,0.475,0.0875,0.3875
2.7354,0.877625,1.3875,0.1125,1.275,1.984,0.6486,0.5125,0.1,0.4125
7.9152,0.420375,1.1625,0.1125,1.05,3.906,0.9165,0.6,0.1,0.5
6.0237,1.121,0.975,0.1875,0.7875,3.596,0.7332,0.575,0.075,0.5
3.41,1.0998,1.025,0.2,0.825,1.457,1.3677,0.3,0.0375,0.2625
3.72,0.5076,1.225,0.2125,1.0125,4.991,1.31835,0.525,0.1,0.425
5.89,1.0575,1.225,0.15,1.075,5.022,1.6215,0.475,0.05,0.425
5.9946,0.57525,1.4,0.225,1.175,3.503,1.43115,0.575,0.075,0.5
5.4126,0.936625,1.3,0.0875,1.2125,0.62,1.50165,0.4375,0.075,0.3625
7.7697,0.818625,1.125,0.175,0.95,4.96,1.2831,0.5875,0.075,0.5125
6.3729,0.39825,0.4125,0.0875,0.325,3.193,1.1844,0.4375,0.05,0.3875